,mnemonics,description,units,label
0,c1,caliper 1,in,caliper
1,c1,caliper 1,inch,caliper
2,c1,caliper 1,mm,caliper
3,c1,caliper 1,millimeter,caliper
4,c2,caliper 2,in,caliper
5,c2,caliper 2,inch,caliper
6,c2,caliper 2,mm,caliper
7,c2,caliper 2,millimeter,caliper
8,cal,calibration curve,none,caliper
9,cal1,caliper 1,in,caliper
10,cal1,caliper 1,inch,caliper
11,cal1,caliper 1,mm,caliper
12,cal1,caliper 1,millimeter,caliper
13,cal2,caliper 2,in,caliper
14,cal2,caliper 2,inch,caliper
15,cal2,caliper 2,mm,caliper
16,cal2,caliper 2,millimeter,caliper
17,cal3,caliper 3,in,caliper
18,cal3,caliper 3,inch,caliper
19,cal3,caliper 3,mm,caliper
20,cal3,caliper 3,millimeter,caliper
21,cala,calibration waveform amplitude,mv,caliper
22,cala,calibration waveform amplitude,megavolt,caliper
23,cala,calibration waveform amplitude,millivolt,caliper
24,cala,calibration waveform amplitude,uv,caliper
25,cala,calibration waveform amplitude,microvolt,caliper
26,cale,borehole diameter from electrical caliper,in,caliper
27,cale,borehole diameter from electrical caliper,inch,caliper
28,cale,borehole diameter from electrical caliper,mm,caliper
29,cale,borehole diameter from electrical caliper,millimeter,caliper
30,cali,caliper,in,caliper
31,cali,caliper,inch,caliper
32,cali,caliper,mm,caliper
33,cali,caliper,millimeter,caliper
34,cali_spcs,spcs fully calibrated caliper,in,caliper
35,cali_spcs,spcs fully calibrated caliper,inch,caliper
36,cali_spcs,spcs fully calibrated caliper,mm,caliper
37,cali_spcs,spcs fully calibrated caliper,millimeter,caliper
38,cals,micro resistivity caliper,in,caliper
39,cals,micro resistivity caliper,inch,caliper
40,cals,micro resistivity caliper,mm,caliper
41,cals,micro resistivity caliper,millimeter,caliper
42,calx,second caliper,in,caliper
43,calx,second caliper,inch,caliper
44,calx,second caliper,mm,caliper
45,calx,second caliper,millimeter,caliper
46,dcal,differential caliper,in,caliper
47,dcal,differential caliper,inch,caliper
48,dcal,differential caliper,mm,caliper
49,dcal,differential caliper,millimeter,caliper
50,hcal,hrcc caliper calibrated,in,caliper
51,hcal,hrcc caliper calibrated,inch,caliper
52,hcal,hrcc caliper calibrated,mm,caliper
53,hcal,hrcc caliper calibrated,millimeter,caliper
54,hd,hole diameter,in,caliper
55,hd,hole diameter,inch,caliper
56,hd,hole diameter,mm,caliper
57,hd,hole diameter,millimeter,caliper
58,hd1,hole diameter 1,in,caliper
59,hd1,hole diameter 1,inch,caliper
60,hd1,hole diameter 1,mm,caliper
61,hd1,hole diameter 1,millimeter,caliper
62,hd2,hole diameter 2,in,caliper
63,hd2,hole diameter 2,inch,caliper
64,hd2,hole diameter 2,mm,caliper
65,hd2,hole diameter 2,millimeter,caliper
66,hd3,hole diameter 3,in,caliper
67,hd3,hole diameter 3,inch,caliper
68,hd3,hole diameter 3,mm,caliper
69,hd3,hole diameter 3,millimeter,caliper
70,hdar,hole diameter from area,in,caliper
71,hdar,hole diameter from area,inch,caliper
72,hdar,hole diameter from area,mm,caliper
73,hdar,hole diameter from area,millimeter,caliper
74,hdia,hole diameter,in,caliper
75,hdia,hole diameter,inch,caliper
76,hdia,hole diameter,mm,caliper
77,hdia,hole diameter,millimeter,caliper
78,hdmi,hole diameter minimum,in,caliper
79,hdmi,hole diameter minimum,inch,caliper
80,hdmi,hole diameter minimum,mm,caliper
81,hdmi,hole diameter minimum,millimeter,caliper
82,hdmx,hole diameter maximum,in,caliper
83,hdmx,hole diameter maximum,inch,caliper
84,hdmx,hole diameter maximum,mm,caliper
85,hdmx,hole diameter maximum,millimeter,caliper
86,hlca,high resolution caliper,in,caliper
87,hlca,high resolution caliper,inch,caliper
88,hlca,high resolution caliper,mm,caliper
89,hlca,high resolution caliper,millimeter,caliper
90,lcal,density caliper,in,caliper
91,lcal,density caliper,inch,caliper
92,lcal,density caliper,mm,caliper
93,lcal,density caliper,millimeter,caliper
94,mcal,mlt (microlog) caliper,in,caliper
95,mcal,mlt (microlog) caliper,inch,caliper
96,mcal,mlt (microlog) caliper,mm,caliper
97,mcal,mlt (microlog) caliper,millimeter,caliper
98,sa,short arm caliper,in,caliper
99,sa,short arm caliper,inch,caliper
100,sa,short arm caliper,mm,caliper
101,sa,short arm caliper,millimeter,caliper
102,c3,double r1 radius (hdt),in,caliper
103,c3,double r1 radius (hdt),inch,caliper
104,c3,double r1 radius (hdt),mm,caliper
105,c3,double r1 radius (hdt),millimeter,caliper
106,drh,bulk density correction,g/cm3,density correction
107,drh,bulk density correction,gram per cubic centimeter,density correction
108,drh,bulk density correction,kg/m3,density correction
109,drh,bulk density correction,kilogram per cubic meter,density correction
110,drho,bulk density correction,g/cm3,density correction
111,drho,bulk density correction,gram per cubic centimeter,density correction
112,drho,bulk density correction,kg/m3,density correction
113,drho,bulk density correction,kilogram per cubic meter,density correction
114,hbdc,high resolution bulk density correction,g/cm3,density correction
115,hbdc,high resolution bulk density correction,gram per cubic centimeter,density correction
116,hbdc,high resolution bulk density correction,kg/m3,density correction
117,hbdc,high resolution bulk density correction,kilogram per cubic meter,density correction
118,hdra,density standoff correction,g/cm3,density correction
119,hdra,density standoff correction,gram per cubic centimeter,density correction
120,hdra,density standoff correction,kg/m3,density correction
121,hdra,density standoff correction,kilogram per cubic meter,density correction
122,hdrh,high resolution density correction,g/cm3,density correction
123,hdrh,high resolution density correction,gram per cubic centimeter,density correction
124,hdrh,high resolution density correction,kg/m3,density correction
125,hdrh,high resolution density correction,kilogram per cubic meter,density correction
126,hdrh,high resolution density correction,g/cm3,caliper
127,hdrh,high resolution density correction,gram per cubic centimeter,caliper
128,hdrh,high resolution density correction,kg/m3,caliper
129,hdrh,high resolution density correction,kilogram per cubic meter,caliper
130,dt,delta-t (also called slowness or interval transit time),us/ft,sonic travel time
131,dt,delta-t (also called slowness or interval transit time),microsecond per foot,sonic travel time
132,dt,delta-t (also called slowness or interval transit time),us/m,sonic travel time
133,dt,delta-t (also called slowness or interval transit time),microsecond per meter,sonic travel time
134,dt4p,delta-t compressional - monopole p&amp;s,us/ft,sonic travel time
135,dt4p,delta-t compressional - monopole p&amp;s,microsecond per foot,sonic travel time
136,dt4p,delta-t compressional - monopole p&amp;s,us/m,sonic travel time
137,dt4p,delta-t compressional - monopole p&amp;s,microsecond per meter,sonic travel time
138,dt5,"delta-t compressional, ddbhc - fmd",us/ft,sonic travel time
139,dt5,"delta-t compressional, ddbhc - fmd",microsecond per foot,sonic travel time
140,dt5,"delta-t compressional, ddbhc - fmd",us/m,sonic travel time
141,dt5,"delta-t compressional, ddbhc - fmd",microsecond per meter,sonic travel time
142,dtc,delta-t time corrected,us/ft,sonic travel time
143,dtc,delta-t time corrected,microsecond per foot,sonic travel time
144,dtc,delta-t time corrected,us/m,sonic travel time
145,dtc,delta-t time corrected,microsecond per meter,sonic travel time
146,dtco,delta-t compressional,us/ft,sonic travel time
147,dtco,delta-t compressional,microsecond per foot,sonic travel time
148,dtco,delta-t compressional,us/m,sonic travel time
149,dtco,delta-t compressional,microsecond per meter,sonic travel time
150,dtl,delta-t long spacing,us/ft,sonic travel time
151,dtl,delta-t long spacing,microsecond per foot,sonic travel time
152,dtl,delta-t long spacing,us/m,sonic travel time
153,dtl,delta-t long spacing,microsecond per meter,sonic travel time
154,dtlf,delta-t long spacing far,us/ft,sonic travel time
155,dtlf,delta-t long spacing far,microsecond per foot,sonic travel time
156,dtlf,delta-t long spacing far,us/m,sonic travel time
157,dtlf,delta-t long spacing far,microsecond per meter,sonic travel time
158,dtmx,dt matrix,us/ft,sonic travel time
159,dtmx,dt matrix,microsecond per foot,sonic travel time
160,dtmx,dt matrix,us/m,sonic travel time
161,dtmx,dt matrix,microsecond per meter,sonic travel time
162,dtp,measure of dt plus sqrt(sigma**2+tau**2),us/ft,sonic travel time
163,dtp,measure of dt plus sqrt(sigma**2+tau**2),microsecond per foot,sonic travel time
164,dtp,measure of dt plus sqrt(sigma**2+tau**2),us/m,sonic travel time
165,dtp,measure of dt plus sqrt(sigma**2+tau**2),microsecond per meter,sonic travel time
166,dtsc,delta-t short spacing compressional,us/ft,sonic travel time
167,dtsc,delta-t short spacing compressional,microsecond per foot,sonic travel time
168,dtsc,delta-t short spacing compressional,us/m,sonic travel time
169,dtsc,delta-t short spacing compressional,microsecond per meter,sonic travel time
170,ac1,averaged channel 1,none,sonic travel time
171,dt4s,delta-t shear - monopole p&amp;s,us/ft,shear sonic
172,dt4s,delta-t shear - monopole p&amp;s,microsecond per foot,shear sonic
173,dt4s,delta-t shear - monopole p&amp;s,us/m,shear sonic
174,dt4s,delta-t shear - monopole p&amp;s,microsecond per meter,shear sonic
175,sphi,sonic porosity,%,sonic porosity
176,sphi,sonic porosity,percent,sonic porosity
177,sphi,sonic porosity,ft3/ft3,sonic porosity
178,sphi,sonic porosity,cubic foot per cubic foot,sonic porosity
179,sphi,sonic porosity,m3/m3,sonic porosity
180,sphi,sonic porosity,cubic meter per cubic meter,sonic porosity
181,sphi,sonic porosity,pu,sonic porosity
182,sphi,sonic porosity,porosity unit,sonic porosity
183,tphi,thermal decay porosity,%,sonic porosity
184,tphi,thermal decay porosity,percent,sonic porosity
185,tphi,thermal decay porosity,ft3/ft3,sonic porosity
186,tphi,thermal decay porosity,cubic foot per cubic foot,sonic porosity
187,tphi,thermal decay porosity,m3/m3,sonic porosity
188,tphi,thermal decay porosity,cubic meter per cubic meter,sonic porosity
189,tphi,thermal decay porosity,pu,sonic porosity
190,tphi,thermal decay porosity,porosity unit,sonic porosity
191,cgr,gamma ray contribution from thorium and potassium,gapi,gamma ray
192,cgr,gamma ray contribution from thorium and potassium,api gamma ray,gamma ray
193,ecgr,environmentally corrected gamma ray,gapi,gamma ray
194,ecgr,environmentally corrected gamma ray,api gamma ray,gamma ray
195,ehgr,high resolution corrected gamma ray,gapi,gamma ray
196,ehgr,high resolution corrected gamma ray,api gamma ray,gamma ray
197,g,shear modulus,kpa,gamma ray
198,g,shear modulus,1000 pa,gamma ray
199,g,shear modulus,kilopascal,gamma ray
200,g,shear modulus,psi,gamma ray
201,g,shear modulus,lbf/in2,gamma ray
202,g,shear modulus,pound per square inch,gamma ray
203,gr,gamma ray,gapi,gamma ray
204,gr,gamma ray,api gamma ray,gamma ray
205,gr,gamma ray,gapi,gamma ray
206,gr,gamma ray,api gamma ray,gamma ray
207,gr_arc_filt,"arc calibrated, filtered gamma ray",gapi,gamma ray
208,gr_arc_filt,"arc calibrated, filtered gamma ray",api gamma ray,gamma ray
209,gr_stgc,gamma ray,gapi,gamma ray
210,gr_stgc,gamma ray,api gamma ray,gamma ray
211,gr1,gamma ray 1,1/s,gamma ray
212,gr1,gamma ray 1,items per second,gamma ray
213,gr2,gamma ray 2,1/s,gamma ray
214,gr2,gamma ray 2,items per second,gamma ray
215,grc,borehole-corrected gamma ray,1/s,gamma ray
216,grc,borehole-corrected gamma ray,items per second,gamma ray
217,grco,contact resistance g,ohm,gamma ray
218,grco,contact resistance g,v/a,gamma ray
219,grde,gradiomanometer reference density,g/cm3,gamma ray
220,grde,gradiomanometer reference density,gram per cubic centimeter,gamma ray
221,grde,gradiomanometer reference density,kg/m3,gamma ray
222,grde,gradiomanometer reference density,kilogram per cubic meter,gamma ray
223,grml,"gamma ray, left",gapi,gamma ray
224,grml,"gamma ray, left",api gamma ray,gamma ray
225,grn,measure of gr minus sqrt(sigma**2+tau**2),gapi,gamma ray
226,grn,measure of gr minus sqrt(sigma**2+tau**2),api gamma ray,gamma ray
227,grp,value of gr plus sqrt(sigma**2+tau**2),gapi,gamma ray
228,grp,value of gr plus sqrt(sigma**2+tau**2),api gamma ray,gamma ray
229,grr,raw gamma ray,1/s,gamma ray
230,grr,raw gamma ray,items per second,gamma ray
231,hcgr,hngs computed gamma ray,gapi,gamma ray
232,hcgr,hngs computed gamma ray,api gamma ray,gamma ray
233,hgr,high resolution gamma ray,gapi,gamma ray
234,hgr,high resolution gamma ray,api gamma ray,gamma ray
235,hgr_stgc,high resolution gamma ray,gapi,gamma ray
236,hgr_stgc,high resolution gamma ray,api gamma ray,gamma ray
237,hsgr,hngs standard gamma-ray,gapi,gamma ray
238,hsgr,hngs standard gamma-ray,api gamma ray,gamma ray
239,mgr,modulated gr,gapi,gamma ray
240,mgr,modulated gr,api gamma ray,gamma ray
241,p01lgr,gamma ray [01],gapi,gamma ray
242,p01lgr,gamma ray [01],api gamma ray,gamma ray
243,p02lgr,gamma ray [02],gapi,gamma ray
244,p02lgr,gamma ray [02],api gamma ray,gamma ray
245,p03lgr,gamma ray [03],gapi,gamma ray
246,p03lgr,gamma ray [03],api gamma ray,gamma ray
247,rgr,raw gamma ray,gapi,gamma ray
248,rgr,raw gamma ray,api gamma ray,gamma ray
249,sgr,spectroscopy gamma ray,gapi,gamma ray
250,sgr,spectroscopy gamma ray,api gamma ray,gamma ray
251,grm1,borehole-corrected gamma ray (api-units),gapi,gamma ray
252,grm1,borehole-corrected gamma ray (api-units),api gamma ray,gamma ray
253,pota,potassium concentration,%,spectral gamma ray
254,pota,potassium concentration,percent,spectral gamma ray
255,hpot,hdt voltage,none,spectral gamma ray
256,th,"root mean square of hy, hz",none,spectral gamma ray
257,htho,hngs formation thorium concentration,ppm,spectral gamma ray
258,htho,hngs formation thorium concentration,part per million,spectral gamma ray
259,thor,thorium concentration,ppm,spectral gamma ray
260,thor,thorium concentration,part per million,spectral gamma ray
261,hura,hngs formation uranium concentration,ppm,spectral gamma ray
262,hura,hngs formation uranium concentration,part per million,spectral gamma ray
263,u,volumetric photoelectric factor,none,spectral gamma ray
264,uran,uranium concentration,ppm,spectral gamma ray
265,uran,uranium concentration,part per million,spectral gamma ray
266,uz,volumetric photoelectric factor,none,spectral gamma ray
267,apsc,near/array corrected sandstone porosity,%,density porosity
268,apsc,near/array corrected sandstone porosity,percent,density porosity
269,apsc,near/array corrected sandstone porosity,ft3/ft3,density porosity
270,apsc,near/array corrected sandstone porosity,cubic foot per cubic foot,density porosity
271,apsc,near/array corrected sandstone porosity,m3/m3,density porosity
272,apsc,near/array corrected sandstone porosity,cubic meter per cubic meter,density porosity
273,apsc,near/array corrected sandstone porosity,pu,density porosity
274,apsc,near/array corrected sandstone porosity,porosity unit,density porosity
275,dnph,difference between corrected thermal neutron porosity and uncorrected,%,density porosity
276,dnph,difference between corrected thermal neutron porosity and uncorrected,percent,density porosity
277,dnph,difference between corrected thermal neutron porosity and uncorrected,ft3/ft3,density porosity
278,dnph,difference between corrected thermal neutron porosity and uncorrected,cubic foot per cubic foot,density porosity
279,dnph,difference between corrected thermal neutron porosity and uncorrected,m3/m3,density porosity
280,dnph,difference between corrected thermal neutron porosity and uncorrected,cubic meter per cubic meter,density porosity
281,dnph,difference between corrected thermal neutron porosity and uncorrected,pu,density porosity
282,dnph,difference between corrected thermal neutron porosity and uncorrected,porosity unit,density porosity
283,dph8,high resolution density porosity,%,density porosity
284,dph8,high resolution density porosity,percent,density porosity
285,dph8,high resolution density porosity,ft3/ft3,density porosity
286,dph8,high resolution density porosity,cubic foot per cubic foot,density porosity
287,dph8,high resolution density porosity,m3/m3,density porosity
288,dph8,high resolution density porosity,cubic meter per cubic meter,density porosity
289,dph8,high resolution density porosity,pu,density porosity
290,dph8,high resolution density porosity,porosity unit,density porosity
291,dphi,density porosity,%,density porosity
292,dphi,density porosity,percent,density porosity
293,dphi,density porosity,ft3/ft3,density porosity
294,dphi,density porosity,cubic foot per cubic foot,density porosity
295,dphi,density porosity,m3/m3,density porosity
296,dphi,density porosity,cubic meter per cubic meter,density porosity
297,dphi,density porosity,pu,density porosity
298,dphi,density porosity,porosity unit,density porosity
299,dphi_san,density porosity (matrix sandstone),%,density porosity
300,dphi_san,density porosity (matrix sandstone),percent,density porosity
301,dphi_san,density porosity (matrix sandstone),ft3/ft3,density porosity
302,dphi_san,density porosity (matrix sandstone),cubic foot per cubic foot,density porosity
303,dphi_san,density porosity (matrix sandstone),m3/m3,density porosity
304,dphi_san,density porosity (matrix sandstone),cubic meter per cubic meter,density porosity
305,dphi_san,density porosity (matrix sandstone),pu,density porosity
306,dphi_san,density porosity (matrix sandstone),porosity unit,density porosity
307,dphi_sldt,sldt/qldt density porosity,%,density porosity
308,dphi_sldt,sldt/qldt density porosity,percent,density porosity
309,dphi_sldt,sldt/qldt density porosity,ft3/ft3,density porosity
310,dphi_sldt,sldt/qldt density porosity,cubic foot per cubic foot,density porosity
311,dphi_sldt,sldt/qldt density porosity,m3/m3,density porosity
312,dphi_sldt,sldt/qldt density porosity,cubic meter per cubic meter,density porosity
313,dphi_sldt,sldt/qldt density porosity,pu,density porosity
314,dphi_sldt,sldt/qldt density porosity,porosity unit,density porosity
315,dphi_sldt_hr,sldt/qldt high resolution density porosity,%,density porosity
316,dphi_sldt_hr,sldt/qldt high resolution density porosity,percent,density porosity
317,dphi_sldt_hr,sldt/qldt high resolution density porosity,ft3/ft3,density porosity
318,dphi_sldt_hr,sldt/qldt high resolution density porosity,cubic foot per cubic foot,density porosity
319,dphi_sldt_hr,sldt/qldt high resolution density porosity,m3/m3,density porosity
320,dphi_sldt_hr,sldt/qldt high resolution density porosity,cubic meter per cubic meter,density porosity
321,dphi_sldt_hr,sldt/qldt high resolution density porosity,pu,density porosity
322,dphi_sldt_hr,sldt/qldt high resolution density porosity,porosity unit,density porosity
323,dphz,standard resolution density porosity,%,density porosity
324,dphz,standard resolution density porosity,percent,density porosity
325,dphz,standard resolution density porosity,ft3/ft3,density porosity
326,dphz,standard resolution density porosity,cubic foot per cubic foot,density porosity
327,dphz,standard resolution density porosity,m3/m3,density porosity
328,dphz,standard resolution density porosity,cubic meter per cubic meter,density porosity
329,dphz,standard resolution density porosity,pu,density porosity
330,dphz,standard resolution density porosity,porosity unit,density porosity
331,dpo,density porosity,%,density porosity
332,dpo,density porosity,percent,density porosity
333,dpo,density porosity,ft3/ft3,density porosity
334,dpo,density porosity,cubic foot per cubic foot,density porosity
335,dpo,density porosity,m3/m3,density porosity
336,dpo,density porosity,cubic meter per cubic meter,density porosity
337,dpo,density porosity,pu,density porosity
338,dpo,density porosity,porosity unit,density porosity
339,dpor,density porosity,%,density porosity
340,dpor,density porosity,percent,density porosity
341,dpor,density porosity,ft3/ft3,density porosity
342,dpor,density porosity,cubic foot per cubic foot,density porosity
343,dpor,density porosity,m3/m3,density porosity
344,dpor,density porosity,cubic meter per cubic meter,density porosity
345,dpor,density porosity,pu,density porosity
346,dpor,density porosity,porosity unit,density porosity
347,dpss,short spacing dead time pulse countrate,1/s,density porosity
348,dpss,short spacing dead time pulse countrate,items per second,density porosity
349,hdph,high resolution density porosity,%,density porosity
350,hdph,high resolution density porosity,percent,density porosity
351,hdph,high resolution density porosity,ft3/ft3,density porosity
352,hdph,high resolution density porosity,cubic foot per cubic foot,density porosity
353,hdph,high resolution density porosity,m3/m3,density porosity
354,hdph,high resolution density porosity,cubic meter per cubic meter,density porosity
355,hdph,high resolution density porosity,pu,density porosity
356,hdph,high resolution density porosity,porosity unit,density porosity
357,hdph_san,hires density porosity (matrix sandstone),%,density porosity
358,hdph_san,hires density porosity (matrix sandstone),percent,density porosity
359,hdph_san,hires density porosity (matrix sandstone),ft3/ft3,density porosity
360,hdph_san,hires density porosity (matrix sandstone),cubic foot per cubic foot,density porosity
361,hdph_san,hires density porosity (matrix sandstone),m3/m3,density porosity
362,hdph_san,hires density porosity (matrix sandstone),cubic meter per cubic meter,density porosity
363,hdph_san,hires density porosity (matrix sandstone),pu,density porosity
364,hdph_san,hires density porosity (matrix sandstone),porosity unit,density porosity
365,hdpo,high resolution density porosity,%,density porosity
366,hdpo,high resolution density porosity,percent,density porosity
367,hdpo,high resolution density porosity,ft3/ft3,density porosity
368,hdpo,high resolution density porosity,cubic foot per cubic foot,density porosity
369,hdpo,high resolution density porosity,m3/m3,density porosity
370,hdpo,high resolution density porosity,cubic meter per cubic meter,density porosity
371,hdpo,high resolution density porosity,pu,density porosity
372,hdpo,high resolution density porosity,porosity unit,density porosity
373,hfsc,aps high resolution near/far corrected sandstone porosity,%,density porosity
374,hfsc,aps high resolution near/far corrected sandstone porosity,percent,density porosity
375,hfsc,aps high resolution near/far corrected sandstone porosity,ft3/ft3,density porosity
376,hfsc,aps high resolution near/far corrected sandstone porosity,cubic foot per cubic foot,density porosity
377,hfsc,aps high resolution near/far corrected sandstone porosity,m3/m3,density porosity
378,hfsc,aps high resolution near/far corrected sandstone porosity,cubic meter per cubic meter,density porosity
379,hfsc,aps high resolution near/far corrected sandstone porosity,pu,density porosity
380,hfsc,aps high resolution near/far corrected sandstone porosity,porosity unit,density porosity
381,ndph,enhanced resolution density porosity,%,density porosity
382,ndph,enhanced resolution density porosity,percent,density porosity
383,ndph,enhanced resolution density porosity,ft3/ft3,density porosity
384,ndph,enhanced resolution density porosity,cubic foot per cubic foot,density porosity
385,ndph,enhanced resolution density porosity,m3/m3,density porosity
386,ndph,enhanced resolution density porosity,cubic meter per cubic meter,density porosity
387,ndph,enhanced resolution density porosity,pu,density porosity
388,ndph,enhanced resolution density porosity,porosity unit,density porosity
389,pds,density sandstone porosity,%,density porosity
390,pds,density sandstone porosity,percent,density porosity
391,pds,density sandstone porosity,ft3/ft3,density porosity
392,pds,density sandstone porosity,cubic foot per cubic foot,density porosity
393,pds,density sandstone porosity,m3/m3,density porosity
394,pds,density sandstone porosity,cubic meter per cubic meter,density porosity
395,pds,density sandstone porosity,pu,density porosity
396,pds,density sandstone porosity,porosity unit,density porosity
397,pxnd,crossplot porosity for neutron-density,%,density porosity
398,pxnd,crossplot porosity for neutron-density,percent,density porosity
399,pxnd,crossplot porosity for neutron-density,ft3/ft3,density porosity
400,pxnd,crossplot porosity for neutron-density,cubic foot per cubic foot,density porosity
401,pxnd,crossplot porosity for neutron-density,m3/m3,density porosity
402,pxnd,crossplot porosity for neutron-density,cubic meter per cubic meter,density porosity
403,pxnd,crossplot porosity for neutron-density,pu,density porosity
404,pxnd,crossplot porosity for neutron-density,porosity unit,density porosity
405,den,density of correlated events (synthetic log from geodip),none,density porosity
406,denb,dpt epsilon near after bed boundary process,none,density porosity
407,hndp,high resolution enhanced resolution density porosity,%,density porosity
408,hndp,high resolution enhanced resolution density porosity,percent,density porosity
409,hndp,high resolution enhanced resolution density porosity,ft3/ft3,density porosity
410,hndp,high resolution enhanced resolution density porosity,cubic foot per cubic foot,density porosity
411,hndp,high resolution enhanced resolution density porosity,m3/m3,density porosity
412,hndp,high resolution enhanced resolution density porosity,cubic meter per cubic meter,density porosity
413,hndp,high resolution enhanced resolution density porosity,pu,density porosity
414,hndp,high resolution enhanced resolution density porosity,porosity unit,density porosity
415,hrho,high resolution bulk density,g/cm3,bulk density
416,hrho,high resolution bulk density,gram per cubic centimeter,bulk density
417,hrho,high resolution bulk density,kg/m3,bulk density
418,hrho,high resolution bulk density,kilogram per cubic meter,bulk density
419,hrom,high resolution corrected bulk density,g/cm3,bulk density
420,hrom,high resolution corrected bulk density,gram per cubic centimeter,bulk density
421,hrom,high resolution corrected bulk density,kg/m3,bulk density
422,hrom,high resolution corrected bulk density,kilogram per cubic meter,bulk density
423,nrhb,enhanced resolution bulk density,g/cm3,bulk density
424,nrhb,enhanced resolution bulk density,gram per cubic centimeter,bulk density
425,nrhb,enhanced resolution bulk density,kg/m3,bulk density
426,nrhb,enhanced resolution bulk density,kilogram per cubic meter,bulk density
427,nrho,"bulk density, enhanced vertical resolution",g/cm3,bulk density
428,nrho,"bulk density, enhanced vertical resolution",gram per cubic centimeter,bulk density
429,nrho,"bulk density, enhanced vertical resolution",kg/m3,bulk density
430,nrho,"bulk density, enhanced vertical resolution",kilogram per cubic meter,bulk density
431,rho8,high resolution formation density,g/cm3,density porosity
432,rho8,high resolution formation density,gram per cubic centimeter,density porosity
433,rho8,high resolution formation density,kg/m3,density porosity
434,rho8,high resolution formation density,kilogram per cubic meter,density porosity
435,rhob,bulk density,g/cm3,bulk density
436,rhob,bulk density,gram per cubic centimeter,bulk density
437,rhob,bulk density,kg/m3,bulk density
438,rhob,bulk density,kilogram per cubic meter,bulk density
439,rhob_sldt,sldt/qldt bulk density,g/cm3,bulk density
440,rhob_sldt,sldt/qldt bulk density,gram per cubic centimeter,bulk density
441,rhob_sldt,sldt/qldt bulk density,kg/m3,bulk density
442,rhob_sldt,sldt/qldt bulk density,kilogram per cubic meter,bulk density
443,rhoi,enhanced resolution formation density,g/cm3,density porosity
444,rhoi,enhanced resolution formation density,gram per cubic centimeter,density porosity
445,rhoi,enhanced resolution formation density,kg/m3,density porosity
446,rhoi,enhanced resolution formation density,kilogram per cubic meter,density porosity
447,rhom,corrected bulk density,g/cm3,bulk density
448,rhom,corrected bulk density,gram per cubic centimeter,bulk density
449,rhom,corrected bulk density,kg/m3,bulk density
450,rhom,corrected bulk density,kilogram per cubic meter,bulk density
451,rhos,short spacing bulk density,g/cm3,bulk density
452,rhos,short spacing bulk density,gram per cubic centimeter,bulk density
453,rhos,short spacing bulk density,kg/m3,bulk density
454,rhos,short spacing bulk density,kilogram per cubic meter,bulk density
455,rhoz,standard resolution formation density,g/cm3,density porosity
456,rhoz,standard resolution formation density,gram per cubic centimeter,density porosity
457,rhoz,standard resolution formation density,kg/m3,density porosity
458,rhoz,standard resolution formation density,kilogram per cubic meter,density porosity
459,rhl,long-spaced bulk density,g/cm3,bulk density
460,rhl,long-spaced bulk density,gram per cubic centimeter,bulk density
461,rhl,long-spaced bulk density,kg/m3,bulk density
462,rhl,long-spaced bulk density,kilogram per cubic meter,bulk density
463,rhs3,short-spaced ss2 bulk density,g/cm3,bulk density
464,rhs3,short-spaced ss2 bulk density,gram per cubic centimeter,bulk density
465,rhs3,short-spaced ss2 bulk density,kg/m3,bulk density
466,rhs3,short-spaced ss2 bulk density,kilogram per cubic meter,bulk density
467,rhs4,short-spaced ss1 bulk density,g/cm3,bulk density
468,rhs4,short-spaced ss1 bulk density,gram per cubic centimeter,bulk density
469,rhs4,short-spaced ss1 bulk density,kg/m3,bulk density
470,rhs4,short-spaced ss1 bulk density,kilogram per cubic meter,bulk density
471,dphi_dol,density porosity (matrix dolomite),%,density porosity
472,dphi_dol,density porosity (matrix dolomite),percent,density porosity
473,dphi_dol,density porosity (matrix dolomite),ft3/ft3,density porosity
474,dphi_dol,density porosity (matrix dolomite),cubic foot per cubic foot,density porosity
475,dphi_dol,density porosity (matrix dolomite),m3/m3,density porosity
476,dphi_dol,density porosity (matrix dolomite),cubic meter per cubic meter,density porosity
477,dphi_dol,density porosity (matrix dolomite),pu,density porosity
478,dphi_dol,density porosity (matrix dolomite),porosity unit,density porosity
479,dphi_lim,density porosity (matrix limestone),%,density porosity
480,dphi_lim,density porosity (matrix limestone),percent,density porosity
481,dphi_lim,density porosity (matrix limestone),ft3/ft3,density porosity
482,dphi_lim,density porosity (matrix limestone),cubic foot per cubic foot,density porosity
483,dphi_lim,density porosity (matrix limestone),m3/m3,density porosity
484,dphi_lim,density porosity (matrix limestone),cubic meter per cubic meter,density porosity
485,dphi_lim,density porosity (matrix limestone),pu,density porosity
486,dphi_lim,density porosity (matrix limestone),porosity unit,density porosity
487,dphl,density porosity from robl,%,density porosity
488,dphl,density porosity from robl,percent,density porosity
489,dphl,density porosity from robl,ft3/ft3,density porosity
490,dphl,density porosity from robl,cubic foot per cubic foot,density porosity
491,dphl,density porosity from robl,m3/m3,density porosity
492,dphl,density porosity from robl,cubic meter per cubic meter,density porosity
493,dphl,density porosity from robl,pu,density porosity
494,dphl,density porosity from robl,porosity unit,density porosity
495,dpls,long spacing dead time pulse countrate,1/s,density porosity
496,dpls,long spacing dead time pulse countrate,items per second,density porosity
497,hdph_dol,hires density porosity (matrix dolomite),%,density porosity
498,hdph_dol,hires density porosity (matrix dolomite),percent,density porosity
